solID,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,spend_share_refresh,effect_share_refresh,mape,nrmse,decomp.rssd,rsq_train,lambda,lambda_hp,lambda_max,iterPar,iterNG,df.int,trial,iterations,robynPareto,total_spend,mean_spend,spend_share,effect_share,roi_mean,roi_total,cpa_total,mean_response,next_unit_response
1_139_3,competitor_sales_B,0.151760028541122,74281201.7305163,0.449946834568617,807404.366636047,0.244084711133648,74281201.7305163,0.449946834568617,807404.366636047,0.244084711133648,TRUE,,,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,,,,,,,,,
1_139_3,events,0.932935389606113,1127767.61009703,0.006831277018553,1127767.61009703,0.340933047567358,1127767.61009703,0.006831277018553,1127767.61009703,0.340933047567358,TRUE,,,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,,,,,,,,,
1_139_3,facebook_S,101513.093314661,2305114.39122027,0.013962872159916,25055.591208916,0.00757450293214455,2305114.39122027,0.013962872159916,25055.591208916,0.00757450293214455,TRUE,0.181827675117088,0.10819149939468,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,5988890.41190929,136111.145725211,0.181827675117088,0.10819149939468,0.300403385601659,0.384898409000172,2.59808816201044,40888.2489939742,0.119978617323795
1_139_3,holiday,1.03832030217554,4666540.43666041,0.0282668434132132,291658.777291275,0.0881707498082235,4666540.43666041,0.0282668434132132,291658.777291275,0.0881707498082235,TRUE,,,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,,,,,,,,,
1_139_3,newsletter,601188.699233237,19758093.2190245,0.119681578836917,214761.882815484,0.0649242118270154,19758093.2190245,0.119681578836917,214761.882815484,0.0649242118270154,TRUE,,,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,,,,,,,,,
1_139_3,ooh_S,210493.390000114,6355456.82829637,0.0384971919612154,69081.0524814823,0.0208837472727612,6355456.82829637,0.0384971919612154,69081.0524814823,0.0208837472727612,TRUE,0.310911157955088,0.298296000498067,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,10240536,262577.846153846,0.310911157955088,0.298296000498067,0.382634537878982,0.620617595436056,1.61129817677403,100471.352820335,0.106476250861306
1_139_3,print_S,258748.218765136,2981614.54149188,0.0180606666773525,32408.8537118683,0.0097974522102131,2981614.54149188,0.0180606666773525,32408.8537118683,0.0097974522102131,TRUE,0.0848043521333921,0.13994331434902,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,2793216,77589.3333333333,0.0848043521333921,0.13994331434902,0.832459737133461,1.06744861174069,0.936813247027693,64589.9960310271,1.64570441314572
1_139_3,search_S,67048.0269480145,3130731.48182979,0.0189639193674343,34029.690019889,0.0102874438158895,3130731.48182979,0.0189639193674343,34029.690019889,0.0102874438158895,TRUE,0.111321014032676,0.146942179750995,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,3666600,47618.1818181818,0.111321014032676,0.146942179750995,0.886112246959776,0.853851383251456,1.17116399834361,42195.0540870482,0.522852697620692
1_139_3,season,0.375245255161169,-3023724.23219236,-0.018315739584009,-32866.5677412213,-0.0099358227730352,-3023724.23219236,-0.018315739584009,-32866.5677412213,-0.0099358227730352,FALSE,,,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,,,,,,,,,
1_139_3,trend,-0.0521880200166825,-14443738.6273448,-0.087490701864081,0,0,-14443738.6273448,-0.087490701864081,0,0,FALSE,,,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,,,,,,,,,
1_139_3,tv_S,445420.590904616,6532956.17713588,0.0395723666795523,71010.3932297379,0.0214670022050801,6532956.17713588,0.0395723666795523,71010.3932297379,0.0214670022050801,TRUE,0.311135800761756,0.306627006007238,0,0.0571097353525195,0.0995536559056144,0.937456116074036,87017.5202694516,0.00122901831167788,65481090.2533626,3,139,1,1,1659,3,10247935.1,256198.3775,0.311135800761756,0.306627006007238,0.507563035812992,0.637490002950534,1.56865205002688,130036.826254263,0.606016510471818
1_141_9,(Intercept),712910.388966279,65587755.7848977,0.39728763690357,712910.388966279,0.210066893163802,65587755.7848977,0.39728763690357,712910.388966279,0.210066893163802,TRUE,,,0,0.0570416632886374,0.100701805481785,0.937605125831239,87017.5202694516,0.00122901831167788,65481090.2533626,9,141,1,1,1689,3,,,,,,,,,
1_141_9,competitor_sales_B,0.151727842075601,74265447.5865477,0.449851406290064,807233.125940737,0.237860125830338,74265447.5865477,0.449851406290064,807233.125940737,0.237860125830338,TRUE,,,0,0.0570416632886374,0.100701805481785,0.937605125831239,87017.5202694516,0.00122901831167788,65481090.2533626,9,141,1,1,1689,3,,,,,,,,,
1_141_9,events,0.935585297151886,1130970.91863605,0.00685068056216428,1130970.91863605,0.333253029852709,1130970.91863605,0.00685068056216428,1130970.91863605,0.333253029852709,TRUE,,,0,0.0570416632886374,0.100701805481785,0.937605125831239,87017.5202694516,0.00122901831167788,65481090.2533626,9,141,1,1,1689,3,,,,,,,,,
1_141_9,facebook_S,94016.5047858233,2276284.56523462,0.0137882399697897,24742.2235351589,0.00729056850403251,2276284.56523462,0.0137882399697897,24742.2235351589,0.00729056850403251,TRUE,0.181827675117088,0.103316068114077,0,0.0570416632886374,0.100701805481785,0.937605125831239,87017.5202694516,0.00122901831167788,65481090.2533626,9,141,1,1,1689,3,5988890.41190929,136111.145725211,0.181827675117088,0.103316068114077,0.289447569526128,0.380084524623806,2.63099372696051,39397.0403155791,0.0867271546085249
1_141_9,holiday,1.0389760946217,4669487.77570562,0.028284696461399,291842.985981601,0.0859947481557907,4669487.77570562,0.028284696461399,291842.985981601,0.0859947481557907,TRUE,,,0,0.0570416632886374,0.100701805481785,0.937605125831239,87017.5202694516,0.00122901831167788,65481090.2533626,9,141,1,1,1689,3,,,,,,,,,
1_141_9,newsletter,725007.40298701,22459587.9175511,0.136045463102222,244125.955625555,0.0719343999366661,22459587.9175511,0.136045463102222,244125.955625555,0.0719343999366661,TRUE,,,0,0.0570416632886374,0.100701805481785,0.937605125831239,87017.5202694516,0.00122901831167788,65481090.2533626,9,141,1,1,1689,3,,,,,,,,,
1_141_9,ooh_S,230767.305644322,7144110.90835427,0.0432743414771729,77653.3794386334,0.0228814229878128,7144110.90835427,0.0432743414771729,77653.3794386334,0.0228814229878128,TRUE,0.310911157955088,0.324257107610784,0,0.0570416632886374,0.100701805481785,0.937605125831239,87017.5202694516,0.00122901831167788,65481090.2533626,9,141,1,1,1689,3,10240536,262577.846153846,0.310911157955088,0.324257107610784,0.41482826666566,0.697630564294122,1.43342343524158,108924.712784802,0.118625317161786
1_141_9,print_S,260630.974260649,3003309.96104023,0.0181920833093266,32644.6734895677,0.00961911236592257,3003309.96104023,0.0181920833093266,32644.6734895677,0.00961911236592257,TRUE,0.0848043521333921,0.136314317305286,0,0.0570416632886374,0.100701805481785,0.937605125831239,87017.5202694516,0.00122901831167788,65481090.2533626,9,141,1,1,1689,3,2793216,77589.3333333333,0.0848043521333921,0.136314317305286,0.838517047024758,1.07521579463967,0.930045861477628,65059.9786672863,1.65767921645602
